0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,label
1044.2724390486212,7.322998291741614,53.626303980850594,1044.2981151283084,1022.3944256217133,1062.9084249005032,40.513999278789925,-0.06372148469967392,0.08507804206799063,0.0,209387242.22602323,1044.2724390486212,0.00013810845647861244,0.0005202031254533176,209382094.01396978,0.0,15.833333333333334,15.833333333333332,1.6658699469802564e+19,91.01052630980897,9.644196509130358,1044.2724390486212,0.0,0.0,1.7011255499438273e+19,1.2238422121884374e-06,0.03126091664577117,1
1044.6801260559578,10.109136529251245,102.19464136704192,1044.7290368404904,1013.1601137863216,1070.2310817280093,57.07096794168763,-0.4759217721358845,0.9528782600563881,0.0,209560082.00019044,1044.6801260559578,0.0002626924044492059,0.0009400508423021525,209550271.29092363,0.0,15.833333333333334,15.833333333333332,1.6684721319984267e+19,91.01052628892947,9.644196507489175,1044.6801260559578,0.0,0.0,1.703782350132806e+19,6.848111067776269e-07,0.04153852854369924,1
1044.750640442289,9.839670007284417,96.8191058522525,1044.796975402602,1017.3459968648659,1073.358318146119,56.012321281253094,0.24119703053718314,0.324655354668379,0.0,209587338.20360166,1044.750640442289,0.00024073400900856412,0.000889346569283895,209578043.39532736,0.0,15.833333333333334,15.833333333333332,1.6689227421256466e+19,91.01052628913557,9.644196507505375,1044.750640442289,0.0,0.0,1.7042430693404465e+19,1.7697814051554485e-06,0.039342216197033965,1
1046.053852490794,10.330207262595088,106.7131820881723,1046.1048587464454,1018.6273271694762,1079.9054478878077,61.27812071833148,0.1334043531294864,0.12561955446388628,0.0,210112392.0946407,1046.053852490794,0.0002771688353111133,0.0009774410925836047,210102147.49370584,0.0,15.833333333333334,15.833333333333332,1.6772653738901555e+19,91.01052628858744,9.644196507462286,1046.053852490794,0.0,0.0,1.7127630468561078e+19,2.2399600378314966e-06,0.043177858674769996,1
1044.9862096163283,9.614939258385364,92.4470569424401,1045.030442305507,1029.0699798887672,1075.1436670469236,46.07368715815642,0.6236978400754059,0.0029722354070522705,0.0,209681016.06628674,1044.9862096163283,0.00021384031110842935,0.0008521828740964103,209672140.9396648,0.0,15.833333333333334,15.833333333333332,1.6704285495284578e+19,91.01052628990882,9.644196507566155,1044.9862096163283,0.0,0.0,1.7057814652309242e+19,2.566326810585313e-06,0.03718937538827015,1
1045.613623466459,8.9487222744583,80.07963034538612,1045.651915892188,1027.3275863063816,1069.1893512734555,41.861764967073896,0.28811396025331126,-0.6158769273206119,0.0,209930482.40812865,1045.613623466459,0.00017359515873802665,0.000737061326524385,209922794.7630032,0.0,15.833333333333334,15.833333333333332,1.6744440926992278e+19,91.01052629089973,9.644196507644043,1045.613623466459,0.0,0.0,1.7098820598524328e+19,8.8404905447116e-08,0.03209110202850379,1
1044.449165080587,6.818079617052453,46.48620966446612,1044.4714187794705,1025.8715997913985,1063.1244073157989,37.252807524400396,0.09563552249998986,-0.08352679221771364,0.0,209456744.57226235,1044.449165080587,0.0001022954372049977,0.0004535565632717179,209452281.87422386,0.0,15.833333333333334,15.833333333333332,1.6669980333752402e+19,91.01052631115773,9.644196509236375,1044.449165080587,0.0,0.0,1.7022754021996947e+19,5.310349549472463e-07,0.02502112299113328,1
1045.1010370679226,8.252781338014806,68.10839981308546,1045.133621160596,1018.1745366261894,1063.152189627503,44.97765300131368,-0.40458845919410835,0.64160117597616,0.0,209722422.92740995,1045.1010370679226,0.00017146832169559812,0.0006512610142614835,209715884.45437002,0.0,15.833333333333334,15.833333333333332,1.67116327738571e+19,91.01052630581778,9.644196508816645,1045.1010370679226,0.0,0.0,1.7065308416994343e+19,1.2746520616276227e-06,0.03362442250260476,1
1044.0027238316284,10.302052956201269,106.1322951123753,1044.053552104954,1026.3882545457802,1074.2630032702864,47.87474872450616,0.6711594924553811,0.11788188340390393,0.0,209289181.37529054,1044.0027238316284,0.00024085341825789419,0.0009640003196857293,209278992.43290922,0.0,15.833333333333334,15.833333333333332,1.664148722667995e+19,91.0105262792159,9.64419650672566,1044.0027238316284,0.0,0.0,1.6993646854649446e+19,2.776753193519657e-06,0.0378063048753785,1
1045.120099239855,7.987856587643631,63.80585286476176,1045.1506244020472,1029.4335388094817,1079.6107405917514,50.177201782269776,0.8280749008372585,2.223885098100202,0.0,209729246.91609392,1045.120099239855,0.0001402614572285357,0.000615400009385077,209723121.52920863,0.0,15.833333333333334,15.833333333333332,1.6712852750844307e+19,91.01052630900043,9.644196509066811,1045.120099239855,0.0,0.0,1.7066560476540178e+19,6.400209836452019e-07,0.029975955169885448,1
