0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,label
1044.4235065917983,7.585669557747929,57.54238263934366,1044.4510536660623,1022.3944256217133,1062.9084249005032,40.513999278789925,-0.16083533393042337,0.08092041682660778,0.0,139632384.4485309,1044.4235065917983,0.0001396038308763613,0.0005319086783500738,139628701.72115397,0.0,15.75,15.75,4.912772663032209e+18,59.015873005817696,7.811265774542746,1044.4235065917983,0.0,0.0,5.069965512735442e+18,5.995481540840918e-07,0.030553521059588657,1
1044.6998049362896,7.65854641817539,58.65333323934709,1044.7278764190992,1013.7859036500371,1061.4356390995902,47.64973544955308,-0.9927039497475715,2.7076649491131404,0.0,139706410.97819656,1044.6998049362896,0.00016723268983115123,0.000554933863200059,139702656.929619,0.0,15.75,15.75,4.917973271860262e+18,59.01587301022347,7.811265774972695,1044.6998049362896,0.0,0.0,5.075340275400698e+18,2.6782341777441924e-06,0.03577916795331056,1
1044.3055361287807,10.843360031181074,117.57845676581525,1044.3618296577033,1013.1601137863216,1070.2310817280093,57.07096794168763,-0.14460857284070544,0.262405761445494,0.0,139608528.7994862,1044.3055361287807,0.00030091147745265077,0.0010290997641427713,139601003.7434708,0.0,15.75,15.75,4.910549104583017e+18,59.01587297556446,7.811265771590373,1044.3055361287807,0.0,0.0,5.067681707590246e+18,1.015447299995193e-06,0.044084962001536,1
1044.4950210960874,10.26944945981685,105.4615922077326,1044.5455043638472,1017.3459968648659,1073.358318146119,56.012321281253094,0.17397634765453138,0.37069326011057946,0.0,139657639.76790065,1044.4950210960874,0.00026013954285742324,0.0009330606132690591,139650890.220725,0.0,15.75,15.75,4.914114939941235e+18,59.015872983100664,7.811265772325823,1044.4950210960874,0.0,0.0,5.071361724195749e+18,3.5922099499481157e-07,0.040393470485824125,1
1046.1038131205132,9.96189664882607,99.23938484189208,1046.1512449020552,1026.4329785251923,1079.9054478878077,53.47246936261536,0.6668925733107915,0.5598087537249508,0.0,140087350.68289533,1046.1038131205132,0.0002442833603502491,0.0008817657864865518,140080999.36200336,0.0,15.75,15.75,4.944461453917003e+18,59.01587298726891,7.811265772732591,1046.1038131205132,0.0,0.0,5.102679469795808e+18,1.5906209758393893e-07,0.039121076952104705,1
1045.6079051830238,10.025650948597471,100.51367694311338,1045.6559687861848,1018.6273271694762,1069.9953471237957,51.36801995431949,-0.23509128249577294,-0.4034218057935992,0.0,139954739.84744632,1045.6079051830238,0.00026199997706155515,0.0008936533774550721,139948306.95849758,0.0,15.75,15.75,4.935092286880309e+18,59.01587299053312,7.81126577305114,1045.6079051830238,0.0,0.0,5.093010336449545e+18,4.6531821033449326e-07,0.04135279130673471,1
1044.723755750784,9.574061388292595,91.66265146679513,1044.7676241545248,1029.2033340451167,1070.2969607368161,41.093626691699455,0.6152827109225616,-0.4717090337862957,0.0,139717041.72563076,1044.723755750784,0.00022337059066616198,0.0008371012423085688,139711174.64159048,0.0,15.75,15.75,4.918421925724796e+18,59.01587299830498,7.811265773809583,1044.723755750784,0.0,0.0,5.075799963629948e+18,5.746452101934813e-06,0.04001094019512472,1
1045.5455230978332,9.021317164938122,81.3841633904072,1045.584441847387,1029.0699798887672,1075.1436670469236,46.07368715815642,0.40633627887390356,0.40910790537222397,0.0,139935593.60426396,1045.5455230978332,0.00016975159929105243,0.0007500784624656335,139930384.79965308,0.0,15.75,15.75,4.933916030002566e+18,59.01587300530075,7.811265774492292,1045.5455230978332,0.0,0.0,5.091771464732597e+18,2.603117349661028e-06,0.032286086069277464,1
1045.630470775564,9.24861623379999,85.53690224010869,1045.6713720460018,1027.3275863063816,1069.1893512734555,41.861764967073896,0.3783585140192614,-0.6227896608249996,0.0,139958863.14452067,1045.630470775564,0.00019670188781371645,0.0007660442360939263,139953388.75190848,0.0,15.75,15.75,4.935519397052358e+18,59.01587299530413,7.811265773516737,1045.630470775564,0.0,0.0,5.093446593415722e+18,7.080473265749813e-07,0.03482804272763839,1
1044.1467412656066,6.055111317775399,36.664373070651735,1044.1642982158776,1030.4750801045677,1063.1244073157989,32.64932721123114,0.48648405661787436,0.428831360682429,0.0,139555722.453588,1044.1467412656066,9.69859136303901e-05,0.00035459304523723887,139553375.91203263,0.0,15.75,15.75,4.907568812717529e+18,59.015873012566935,7.8112657752013925,1044.1467412656066,0.0,0.0,5.064596254666937e+18,7.497156644301643e-07,0.02603087816109685,1
